0,0.005180131532886946
8,0.026167528878180142
16,0.05456936226166995
24,0.07637571157495256
32,0.09299482163406214
40,0.11718612431766157
48,0.1314749113025849
56,0.15961832960301567
64,0.18425760286225404
72,0.19836281245431955
80,0.20974076983503534
88,0.22378199834847234
96,0.24026540946394273
104,0.2784733441033926
112,0.3001076426264801
120,0.3162374020156775
128,0.3387872954764196
136,0.3611880191291216
144,0.38564184681078195
152,0.41006183249016304
160,0.47878787878787876
168,0.45004500450045004
176,0.4844155844155844
184,0.49328089151098
192,0.5187628865979381
200,0.5390161153519932

